@relation weka_training_2

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute Target {Rise,Down}

@data
86.28,286.05,29.31,1795,-0.02138,-0.01294,0.000512,-0.017784,-2.79,-8.375,-0.04,-67.5,84.86,283.55,29.28,1767,-0.008297,-0.004389,-0.000512,-0.007861,-2.595,-5,0,-46.5,86.07,276.35,29.22,1740,0.007079,-0.012859,-0.001026,-0.007699,-0.105,-4.85,-0.045,-27.5,86.67,277.9,29.14,1690,0.003473,0.002797,-0.001371,-0.014577,0.905,-2.825,-0.07,-38.5,88.28,280.65,29.17,1645,0.009203,0.004923,0.000514,-0.013493,1.105,2.15,-0.025,-47.5,88.91,279.5,29.13,1575,0.003556,-0.002053,-0.000686,-0.021739,1.12,0.8,-0.005,-57.5,85.93,283.15,29.11,1495,-0.017044,0.006487,-0.000343,-0.026059,-1.175,1.25,-0.03,-75,86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,87.319,283.89,29.169,1638.2,130.065,425.125,43.705,2465,Rise
84.86,283.55,29.28,1767,-0.008297,-0.004389,-0.000512,-0.007861,-2.595,-5,0,-46.5,86.07,276.35,29.22,1740,0.007079,-0.012859,-0.001026,-0.007699,-0.105,-4.85,-0.045,-27.5,86.67,277.9,29.14,1690,0.003473,0.002797,-0.001371,-0.014577,0.905,-2.825,-0.07,-38.5,88.28,280.65,29.17,1645,0.009203,0.004923,0.000514,-0.013493,1.105,2.15,-0.025,-47.5,88.91,279.5,29.13,1575,0.003556,-0.002053,-0.000686,-0.021739,1.12,0.8,-0.005,-57.5,85.93,283.15,29.11,1495,-0.017044,0.006487,-0.000343,-0.026059,-1.175,1.25,-0.03,-75,86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,88,285.775,29.148,1622.7,131.645,425.125,43.69,2460,Rise
86.07,276.35,29.22,1740,0.007079,-0.012859,-0.001026,-0.007699,-0.105,-4.85,-0.045,-27.5,86.67,277.9,29.14,1690,0.003473,0.002797,-0.001371,-0.014577,0.905,-2.825,-0.07,-38.5,88.28,280.65,29.17,1645,0.009203,0.004923,0.000514,-0.013493,1.105,2.15,-0.025,-47.5,88.91,279.5,29.13,1575,0.003556,-0.002053,-0.000686,-0.021739,1.12,0.8,-0.005,-57.5,85.93,283.15,29.11,1495,-0.017044,0.006487,-0.000343,-0.026059,-1.175,1.25,-0.03,-75,86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,88.87,288.4,29.129,1610,132.8,427.425,43.675,2460,Rise
86.67,277.9,29.14,1690,0.003473,0.002797,-0.001371,-0.014577,0.905,-2.825,-0.07,-38.5,88.28,280.65,29.17,1645,0.009203,0.004923,0.000514,-0.013493,1.105,2.15,-0.025,-47.5,88.91,279.5,29.13,1575,0.003556,-0.002053,-0.000686,-0.021739,1.12,0.8,-0.005,-57.5,85.93,283.15,29.11,1495,-0.017044,0.006487,-0.000343,-0.026059,-1.175,1.25,-0.03,-75,86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,89.819,291.05,29.113,1615,133.24,432.675,43.665,2460,Rise
88.28,280.65,29.17,1645,0.009203,0.004923,0.000514,-0.013493,1.105,2.15,-0.025,-47.5,88.91,279.5,29.13,1575,0.003556,-0.002053,-0.000686,-0.021739,1.12,0.8,-0.005,-57.5,85.93,283.15,29.11,1495,-0.017044,0.006487,-0.000343,-0.026059,-1.175,1.25,-0.03,-75,86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,90.74,293.585,29.111,1630,135.255,441.025,43.665,2460,Rise
88.91,279.5,29.13,1575,0.003556,-0.002053,-0.000686,-0.021739,1.12,0.8,-0.005,-57.5,85.93,283.15,29.11,1495,-0.017044,0.006487,-0.000343,-0.026059,-1.175,1.25,-0.03,-75,86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,91.689,296.025,29.152,1660.5,138.49,450.925,43.665,2460,Rise
85.93,283.15,29.11,1495,-0.017044,0.006487,-0.000343,-0.026059,-1.175,1.25,-0.03,-75,86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,92.37,299.09,29.202,1698,140.105,454.675,43.665,2460,Rise
86.73,285.85,29.11,1495,0.004633,0.004745,0,0,-1.09,3.175,-0.01,-40,88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.363,301.35,29.254,1757.5,142.34,456.525,43.675,2610,Down
88.66,289.75,29.1,1540,0.011004,0.006776,-0.000172,0.014827,1.365,3.3,-0.005,22.5,90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,94.003,302.005,29.309,1816,142.34,456.525,43.68,2735,Down
90.8,296.15,29.12,1640,0.011925,0.010923,0.000344,0.031447,2.035,5.15,0.005,72.5,93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,94.205,301.93,29.369,1869,142.34,456.525,44.14,2870,Down
93.09,304.9,29.1,1640,0.012453,0.014558,-0.000344,0,2.215,7.575,0,50,93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,94.32,301.155,29.428,1911,142.34,456.525,44.42,2925,Down
93.56,309.8,29.09,1640,0.002518,0.007971,-0.000172,0,1.38,6.825,-0.015,0,95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,94.356,297.795,29.493,1931.5,142.34,454.675,44.445,2925,Down
95.56,302.85,29.06,1790,0.010575,-0.011344,-0.000516,0.043732,1.235,-1.025,-0.02,75,95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,94.371,294.4,29.568,1941,142.415,449.05,44.475,2925,Down
95.88,303.25,29.12,1840,0.001672,0.00066,0.001031,0.013774,1.16,-3.275,0.015,100,97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,94.1355,291.445,29.652,1919,140.435,436.9,44.53,2925,Down
97.77,305.05,29.58,1950,0.00976,0.002959,0.007836,0.029024,1.105,1.1,0.26,80,95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,93.8175,286.87,29.732,1876.5,140.0525,433.2,44.56,2925,Down
95.72,310.15,29.63,1950,-0.010595,0.00829,0.000844,0,-0.08,3.45,0.255,55,95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,93.1695,282.105,29.775,1822,139.77,426.325,44.605,2872.5,Rise
95.86,305.75,29.63,2090,0.000731,-0.007144,0,0.034653,-0.955,0.35,0.025,70,93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,92.3985,274.53,29.801,1772,139.48,412.5,44.715,2712.5,Rise
93.13,292.4,29.66,2080,-0.014445,-0.022319,0.000506,-0.002398,-1.295,-8.875,0.015,65,90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,92.1125,268.555,29.818,1709,139.35,408.95,44.74,2520,Rise
90.68,289,29.7,2070,-0.013329,-0.005848,0.000674,-0.00241,-2.59,-8.375,0.035,-10,91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,92.3605,264.125,29.813,1647.7,139.35,400.05,44.74,2303.5,Rise
91.95,288.4,29.71,2060,0.006954,-0.001039,0.000168,-0.002421,-0.59,-2,0.025,-10,93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,92.8965,261.36,29.803,1588.2,139.705,390.1,44.74,2208.5,Rise
93.45,271.3,29.75,1845,0.008091,-0.030552,0.000673,-0.055058,1.385,-8.85,0.025,-112.5,93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,93.3035,257.13,29.831,1530.2,140.0525,386.2,44.81,2208.5,Rise
93.71,275.85,29.84,1735,0.001389,0.008316,0.00151,-0.030726,0.88,-6.275,0.065,-162.5,93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,93.3735,254.765,29.855,1493.7,140.3125,381.45,44.845,2208.5,Down
