@relation weka_training_2

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute Target {Rise,Down}

@data
93.205,273.3,29.9,1570,-0.002702,-0.004644,0.001004,-0.049924,-0.1225,1,0.075,-137.5,92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,93.1995,251.17,29.877,1467.2,139.705,371.925,44.87,2203.5,Down
92.7,257.5,29.92,1415,-0.002716,-0.029766,0.000334,-0.051926,-0.505,-9.175,0.04,-160,91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,93.482,247.385,29.882,1454.2,140.65,370.7,44.91,2197,Down
91.29,257.4,30.01,1405,-0.007663,-0.000194,0.001502,-0.003546,-0.9575,-7.95,0.055,-82.5,88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.997,244.67,29.898,1454.7,142.685,369.1,44.965,2197,Down
88.01,234.4,29.89,1450,-0.018293,-0.046767,-0.002003,0.015762,-2.345,-11.55,-0.015,17.5,93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,94.237,241.415,29.904,1451.2,142.685,365.95,44.965,2197,Down
93,246,29.8,1460,0.027568,0.024147,-0.001508,0.003436,0.855,-5.7,-0.105,27.5,95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,95.092,240.26,29.938,1432.2,143.825,365.95,44.985,2197,Down
95.61,248.1,29.61,1467,0.013838,0.00425,-0.003198,0.002392,3.8,6.85,-0.14,8.5,96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,96.114,238.075,29.976,1384.2,144.04,357.625,45.055,2187,Down
96.04,261.35,29.6,1475,0.002244,0.026008,-0.000169,0.002719,1.52,7.675,-0.1,7.5,96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,97.148,235.375,30.023,1324.5,144.055,350.625,45.1,2150,Down
96.02,246.1,29.99,1480,-0.000104,-0.030052,0.006545,0.001692,0.205,-1,0.19,6.5,94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,98.349,231.68,30.057,1262.5,144.575,342.775,45.1,2105,Rise
94.15,247.65,29.99,1480,-0.009833,0.003139,0,0,-0.945,-6.85,0.195,2.5,91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,99.217,229.66,30.052,1205.5,146.13,338.325,45.1,2000,Rise
91.97,239.9,30.06,1470,-0.011713,-0.015896,0.001166,-0.00339,-2.025,-3.1,0.035,-5,96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,100.496,227.285,30.059,1157.5,152.145,337.05,45.1,1760,Rise
96.03,235.45,29.95,1440,0.021596,-0.009362,-0.001833,-0.010309,0.94,-6.1,-0.02,-20,97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,101.896,225.945,30.05,1119.5,156.31,337.05,45.1,1590,Rise
97.85,230.35,30.08,1420,0.009387,-0.010949,0.002166,-0.006993,2.94,-4.775,0.01,-25,93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,103.039,226.2,30.055,1088.5,158.3,337.05,45.1,1590,Rise
93.69,224.85,30.07,1370,-0.021719,-0.012083,-0.000166,-0.017921,-1.17,-5.3,0.06,-35,96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,103.896,227.165,30.054,1071.5,158.945,337.05,45.1,1590,Down
96.56,222.85,30.23,1260,0.015085,-0.004467,0.002653,-0.041825,-0.645,-3.75,0.075,-80,103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,105.292,228.865,30.049,1059,159.405,338.1,45.07,1590,Down
103.22,224.15,30.18,980,0.033337,0.002908,-0.000828,-0.125,4.765,-0.35,0.055,-195,105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,106.689,231.15,30.017,1057,160.15,339.45,45.02,1590,Rise
105.95,221.1,30.08,870,0.013052,-0.00685,-0.001659,-0.059459,4.695,-0.875,-0.075,-195,108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,108.21,238.5,29.8,1240,-0.010606,-0.01487,-0.001842,0,0.28,-1.675,-0.11,-2.5,107.188,232.585,29.979,1083,160.93,351.25,44.985,1675,Rise
108.05,224.4,29.94,855,0.009813,0.007407,-0.002333,-0.008696,2.415,0.125,-0.12,-62.5,104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,108.21,238.5,29.8,1240,-0.010606,-0.01487,-0.001842,0,0.28,-1.675,-0.11,-2.5,104.67,243.75,29.74,1370,-0.016629,0.010886,-0.001008,0.049808,-2.93,-0.975,-0.085,65,107.06,234.85,29.945,1133,160.93,357.5,44.94,1805,Rise
104.7,225.9,29.94,910,-0.015746,0.003331,0,0.031161,-0.625,2.4,-0.07,20,106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,108.21,238.5,29.8,1240,-0.010606,-0.01487,-0.001842,0,0.28,-1.675,-0.11,-2.5,104.67,243.75,29.74,1370,-0.016629,0.010886,-0.001008,0.049808,-2.93,-0.975,-0.085,65,102.87,238.45,29.65,1390,-0.008673,-0.010991,-0.001515,0.007246,-2.67,-0.025,-0.075,75,106.542,236.255,29.916,1186.5,160.15,357.725,44.94,1860,Rise
106.94,223.9,30.06,1000,0.010584,-0.004446,0.002,0.04712,-0.555,-0.25,0.06,72.5,105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,108.21,238.5,29.8,1240,-0.010606,-0.01487,-0.001842,0,0.28,-1.675,-0.11,-2.5,104.67,243.75,29.74,1370,-0.016629,0.010886,-0.001008,0.049808,-2.93,-0.975,-0.085,65,102.87,238.45,29.65,1390,-0.008673,-0.010991,-0.001515,0.007246,-2.67,-0.025,-0.075,75,103.84,231.75,29.58,1590,0.004693,-0.014249,-0.001182,0.067114,-0.415,-6,-0.08,110,106.456,236.84,29.88,1254.5,160.15,357.725,44.925,1865,Rise
105.97,226.5,29.97,1090,-0.004556,0.005773,-0.001499,0.043062,0.635,0.3,0.015,90,107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,108.21,238.5,29.8,1240,-0.010606,-0.01487,-0.001842,0,0.28,-1.675,-0.11,-2.5,104.67,243.75,29.74,1370,-0.016629,0.010886,-0.001008,0.049808,-2.93,-0.975,-0.085,65,102.87,238.45,29.65,1390,-0.008673,-0.010991,-0.001515,0.007246,-2.67,-0.025,-0.075,75,103.84,231.75,29.58,1590,0.004693,-0.014249,-0.001182,0.067114,-0.415,-6,-0.08,110,102.02,235.65,29.52,1680,-0.008841,0.008344,-0.001015,0.027523,-0.425,-1.4,-0.065,145,105.964,238.015,29.826,1322.5,159.405,357.725,44.81,1872.5,Rise
107.46,238,30,1130,0.006981,0.024758,0.0005,0.018018,0.26,7.05,-0.03,65,106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,108.21,238.5,29.8,1240,-0.010606,-0.01487,-0.001842,0,0.28,-1.675,-0.11,-2.5,104.67,243.75,29.74,1370,-0.016629,0.010886,-0.001008,0.049808,-2.93,-0.975,-0.085,65,102.87,238.45,29.65,1390,-0.008673,-0.010991,-0.001515,0.007246,-2.67,-0.025,-0.075,75,103.84,231.75,29.58,1590,0.004693,-0.014249,-0.001182,0.067114,-0.415,-6,-0.08,110,102.02,235.65,29.52,1680,-0.008841,0.008344,-0.001015,0.027523,-0.425,-1.4,-0.065,145,100.81,236.5,29.45,1680,-0.005966,0.0018,-0.001187,0,-1.515,2.375,-0.065,45,105.448,239.015,29.774,1381.5,158.755,357.725,44.67,1995,Rise
106.42,240,30.07,1250,-0.004863,0.004184,0.001165,0.05042,0.225,6.75,0.05,80,107.65,241.85,30.02,1245,0.005746,0.003839,-0.000832,-0.002004,0.095,1.925,0.01,57.5,110.53,245.7,29.91,1240,0.0132,0.007897,-0.001835,-0.002012,2.055,2.85,-0.08,-5,108.21,238.5,29.8,1240,-0.010606,-0.01487,-0.001842,0,0.28,-1.675,-0.11,-2.5,104.67,243.75,29.74,1370,-0.016629,0.010886,-0.001008,0.049808,-2.93,-0.975,-0.085,65,102.87,238.45,29.65,1390,-0.008673,-0.010991,-0.001515,0.007246,-2.67,-0.025,-0.075,75,103.84,231.75,29.58,1590,0.004693,-0.014249,-0.001182,0.067114,-0.415,-6,-0.08,110,102.02,235.65,29.52,1680,-0.008841,0.008344,-0.001015,0.027523,-0.425,-1.4,-0.065,145,100.81,236.5,29.45,1680,-0.005966,0.0018,-0.001187,0,-1.515,2.375,-0.065,45,97.85,234.95,29.45,1750,-0.0149,-0.003288,0,0.020408,-2.085,-0.35,-0.035,35,104.487,238.71,29.719,1443.5,156.59,357.725,44.565,2075,Down
